split,pair_index,patient_id,pd_volume,pdfs_volume,pd_acquisition,pdfs_acquisition,pd_slices,pdfs_slices,paired_slices,pd_has_target,pdfs_has_target
train,84,,file1002462.h5,file1000708.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,85,,file1002358.h5,file1001888.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,86,,file1000485.h5,file1000753.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,87,,file1002357.h5,file1001973.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,88,,file1002130.h5,file1002041.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,89,,file1002569.h5,file1000097.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,90,,file1002264.h5,file1000148.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,91,,file1002381.h5,file1001401.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,92,,file1000289.h5,file1000585.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,93,,file1002368.h5,file1001723.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,94,,file1002342.h5,file1001319.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,95,,file1002170.h5,file1001226.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,96,,file1001385.h5,file1001758.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,97,,file1001732.h5,file1002541.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,98,,file1001102.h5,file1000762.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,99,,file1001470.h5,file1000181.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,100,,file1000400.h5,file1000884.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,101,,file1002293.h5,file1002523.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,102,,file1000728.h5,file1001654.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,103,,file1000582.h5,file1001491.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,104,,file1000586.h5,file1001521.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,105,,file1002287.h5,file1001770.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,106,,file1000371.h5,file1000159.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,107,,file1002356.h5,file1002064.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,108,,file1000324.h5,file1000590.h5,CORPD_FBK,CORPDFS_FBK,32,32,32,True,True
train,109,,file1001622.h5,file1001710.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,110,,file1002037.h5,file1000403.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,111,,file1002444.h5,file1000743.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,112,,file1001175.h5,file1002088.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,113,,file1001391.h5,file1000540.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,114,,file1002133.h5,file1001186.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,115,,file1001229.h5,file1001630.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,116,,file1002283.h5,file1000402.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,117,,file1000627.h5,file1000161.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,118,,file1001701.h5,file1001402.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,119,,file1000795.h5,file1000452.h5,CORPD_FBK,CORPDFS_FBK,34,34,34,True,True
train,120,,file1000354.h5,file1000947.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,121,,file1002043.h5,file1002505.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,122,,file1001285.h5,file1001113.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,123,,file1000170.h5,file1001832.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,124,,file1002399.h5,file1001500.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,125,,file1002439.h5,file1000177.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,126,,file1001656.h5,file1001217.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,127,,file1000296.h5,file1000065.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,128,,file1000626.h5,file1001623.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,129,,file1001767.h5,file1000760.h5,CORPD_FBK,CORPDFS_FBK,43,43,43,True,True
train,130,,file1000467.h5,file1001246.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,131,,file1001033.h5,file1000611.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,132,,file1002304.h5,file1000221.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,133,,file1001737.h5,file1001141.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,134,,file1001565.h5,file1000559.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,135,,file1000249.h5,file1000643.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,136,,file1002014.h5,file1001109.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,137,,file1002006.h5,file1000790.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,138,,file1000193.h5,file1000750.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,139,,file1001993.h5,file1001110.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,140,,file1002094.h5,file1001814.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,141,,file1000098.h5,file1001420.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,142,,file1000336.h5,file1000211.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,143,,file1001498.h5,file1002568.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,144,,file1001671.h5,file1001106.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,145,,file1000426.h5,file1002386.h5,CORPD_FBK,CORPDFS_FBK,34,34,34,True,True
train,146,,file1001520.h5,file1002481.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,147,,file1002189.h5,file1001432.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,148,,file1001390.h5,file1002554.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,149,,file1002166.h5,file1001982.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,150,,file1001120.h5,file1001006.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,151,,file1000149.h5,file1001985.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,152,,file1001632.h5,file1001008.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,153,,file1002567.h5,file1001155.h5,CORPD_FBK,CORPDFS_FBK,45,45,45,True,True
train,154,,file1000434.h5,file1002195.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,155,,file1002532.h5,file1001048.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,156,,file1001605.h5,file1000927.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,157,,file1000479.h5,file1000120.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,158,,file1002473.h5,file1001388.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,159,,file1001108.h5,file1002228.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,160,,file1002099.h5,file1002056.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,161,,file1000191.h5,file1002127.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,162,,file1000875.h5,file1002494.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,163,,file1002161.h5,file1000002.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,164,,file1002269.h5,file1001220.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,165,,file1001295.h5,file1001355.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,166,,file1001659.h5,file1001023.h5,CORPD_FBK,CORPDFS_FBK,34,34,34,True,True
train,167,,file1001857.h5,file1001378.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,168,,file1001183.h5,file1001370.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,169,,file1000428.h5,file1000859.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,170,,file1000588.h5,file1002227.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,171,,file1001098.h5,file1000486.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,172,,file1001288.h5,file1000408.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,173,,file1002097.h5,file1001210.h5,CORPD_FBK,CORPDFS_FBK,44,44,44,True,True
train,174,,file1000216.h5,file1001082.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,175,,file1001746.h5,file1001642.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,176,,file1002388.h5,file1000204.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,177,,file1000021.h5,file1000560.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,178,,file1000489.h5,file1001545.h5,CORPD_FBK,CORPDFS_FBK,32,32,32,True,True
train,179,,file1001116.h5,file1000883.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,180,,file1001372.h5,file1000561.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,181,,file1001276.h5,file1000424.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,182,,file1000974.h5,file1002098.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,183,,file1002566.h5,file1002044.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,184,,file1000262.h5,file1002046.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,185,,file1001619.h5,file1001342.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,186,,file1000045.h5,file1001616.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,187,,file1001468.h5,file1002115.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,188,,file1001061.h5,file1000233.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,189,,file1000558.h5,file1000100.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
train,190,,file1000605.h5,file1000691.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,191,,file1000640.h5,file1000384.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,192,,file1000410.h5,file1001358.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,193,,file1000851.h5,file1001014.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
train,194,,file1001092.h5,file1000138.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,195,,file1000061.h5,file1002049.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,196,,file1001206.h5,file1000983.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,197,,file1000256.h5,file1000475.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,198,,file1002434.h5,file1001387.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,199,,file1001036.h5,file1000210.h5,CORPD_FBK,CORPDFS_FBK,30,30,30,True,True
train,200,,file1001540.h5,file1001860.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,201,,file1001244.h5,file1001154.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,202,,file1000131.h5,file1001526.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,203,,file1000180.h5,file1002045.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,204,,file1001837.h5,file1000637.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,205,,file1002425.h5,file1001891.h5,CORPD_FBK,CORPDFS_FBK,34,34,34,True,True
train,206,,file1001056.h5,file1000682.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
train,207,,file1002276.h5,file1000777.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,208,,file1001139.h5,file1002544.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,209,,file1000548.h5,file1001257.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,210,,file1000188.h5,file1001286.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,211,,file1001879.h5,file1000999.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,212,,file1001062.h5,file1000231.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,213,,file1000040.h5,file1001873.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,214,,file1002286.h5,file1000066.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,215,,file1002474.h5,file1002563.h5,CORPD_FBK,CORPDFS_FBK,32,32,32,True,True
train,216,,file1000967.h5,file1000563.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
train,217,,file1001307.h5,file1002048.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
train,218,,file1000483.h5,file1001699.h5,CORPD_FBK,CORPDFS_FBK,31,31,31,True,True
train,219,,file1001528.h5,file1000285.h5,CORPD_FBK,CORPDFS_FBK,43,43,43,True,True
train,220,,file1001742.h5,file1002371.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,221,,file1002397.h5,file1000592.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,222,,file1000069.h5,file1000510.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,223,,file1001087.h5,file1001300.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
train,224,,file1001991.h5,file1000836.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
train,225,,file1001382.h5,file1001806.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
train,226,,file1000111.h5,file1001189.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,0,,file1000323.h5,file1002538.h5,CORPD_FBK,CORPDFS_FBK,34,34,34,True,True
val,1,,file1001458.h5,file1001566.h5,CORPD_FBK,CORPDFS_FBK,41,41,41,True,True
val,2,,file1000885.h5,file1001059.h5,CORPD_FBK,CORPDFS_FBK,30,30,30,True,True
val,3,,file1000464.h5,file1000196.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
val,4,,file1000314.h5,file1000178.h5,CORPD_FBK,CORPDFS_FBK,32,32,32,True,True
val,5,,file1001163.h5,file1001289.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,6,,file1000033.h5,file1001191.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,7,,file1000976.h5,file1000990.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,8,,file1001930.h5,file1001834.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,9,,file1002546.h5,file1001344.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
val,10,,file1000277.h5,file1001429.h5,CORPD_FBK,CORPDFS_FBK,42,42,42,True,True
val,11,,file1001893.h5,file1001262.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,12,,file1000926.h5,file1002067.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,13,,file1001650.h5,file1002002.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,14,,file1001184.h5,file1001655.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,15,,file1001497.h5,file1001338.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,16,,file1001202.h5,file1001365.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,17,,file1001126.h5,file1002340.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,18,,file1001339.h5,file1000291.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,19,,file1002187.h5,file1001862.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,20,,file1000041.h5,file1000591.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,21,,file1001064.h5,file1001850.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,22,,file1001331.h5,file1002214.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
val,23,,file1000831.h5,file1000528.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,24,,file1000769.h5,file1000538.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,25,,file1000182.h5,file1001968.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,26,,file1002382.h5,file1001651.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,27,,file1000660.h5,file1000476.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,28,,file1002570.h5,file1001726.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,29,,file1001585.h5,file1000858.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,30,,file1000190.h5,file1000593.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
val,31,,file1001170.h5,file1001090.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,32,,file1002252.h5,file1001440.h5,CORPD_FBK,CORPDFS_FBK,33,33,33,True,True
val,33,,file1000697.h5,file1001144.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,34,,file1001077.h5,file1000000.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,35,,file1001381.h5,file1001119.h5,CORPD_FBK,CORPDFS_FBK,37,37,37,True,True
val,36,,file1001759.h5,file1001851.h5,CORPD_FBK,CORPDFS_FBK,40,40,40,True,True
val,37,,file1000635.h5,file1002389.h5,CORPD_FBK,CORPDFS_FBK,39,39,39,True,True
val,38,,file1001668.h5,file1001689.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,39,,file1001221.h5,file1000818.h5,CORPD_FBK,CORPDFS_FBK,36,36,36,True,True
val,40,,file1001298.h5,file1002145.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
val,41,,file1001763.h5,file1001938.h5,CORPD_FBK,CORPDFS_FBK,45,45,45,True,True
val,42,,file1001444.h5,file1000942.h5,CORPD_FBK,CORPDFS_FBK,35,35,35,True,True
val,43,,file1000735.h5,file1002007.h5,CORPD_FBK,CORPDFS_FBK,38,38,38,True,True
